90|1090|2006-08-18|F|Y|2|Spain|ES|2022-06-14||1
91|1091|1999-12-03|M|N|1|Portugal|PT|2020-08-16||1
92|1092|2005-05-22|M|N|3|Brazil|PT|2020-11-10||1
93|1093|2013-05-08|M|N|3|Brazil|PT|2023-03-06||1
94|1094|2000-04-25|F|N|3|Brazil|PT|2018-10-07||1
95|1095|2001-10-25|M|Y|5|Germany|DE|2022-03-16||1
96|1096|1987-01-29|M|N|3|Brazil|PT|2020-08-10||1
97|1097|2003-01-13|M|N|1|Portugal|PT|2020-12-30||1
98|1098|2018-06-21|M|N|2|France|FR|2021-11-18||1
99|1099|2017-02-08|M|N|4|United States|EN|2021-02-23||1
100|1100|2010-08-01|M|Y|2|France|FR|2021-10-23||1
101|1101|1990-11-29|M|N|4|United States|EN|2020-11-02||1
102|1102|1992-02-17|M|N|2|Spain|ES|2018-02-07||1
103|1103|1987-04-19|M|N|2|France|FR|2018-07-25||1
104|1104|2007-02-17|M|N|3|Brazil|PT|2019-08-15||1
105|1105|2017-10-28|F|Y|3|Brazil|PT|2020-03-14||1
106|1106|1988-09-11|M|N|1|Portugal|PT|2018-06-16||1
107|1107|1981-01-27|F|N|3|Brazil|PT|2019-01-25||1
108|1108|2000-01-21|M|N|2|France|FR|2022-09-10||1
109|1109|1980-12-08|M|N|2|France|FR|2022-06-16||1
110|1110|1989-04-20|F|Y|1|Portugal|PT|2022-12-31||1
111|1111|1993-04-25|M|N|4|United States|EN|2020-07-25||1
112|1112|2003-09-26|F|N|1|Portugal|PT|2019-05-20||1
113|1113|1984-12-29|F|N|4|United States|EN|2022-09-10||1
114|1114|1991-11-20|M|N|3|Brazil|PT|2022-11-17||1
115|1115|1991-12-26|F|Y|4|United States|EN|2019-05-10||1
116|1116|2017-01-15|M|N|2|France|FR|2018-11-08||1
117|1117|2019-01-13|F|N|1|Portugal|PT|2020-12-02||1
118|1118|1987-04-29|M|N|1|Portugal|PT|2018-09-10||1
119|1119|1996-08-29|F|N|3|Brazil|PT|2021-06-21||1
120|1120|2016-04-18|F|Y|4|United States|EN|2020-06-19||1
121|1121|2017-08-13|F|N|2|Spain|ES|2018-11-18||1
122|1122|2002-10-16|F|N|2|Spain|ES|2020-09-07||1
123|1123|2006-06-21|F|N|5|Germany|DE|2020-01-07||1
124|1124|2014-12-18|F|N|1|Portugal|PT|2019-02-21||1
125|1125|1980-01-23|F|Y|5|Germany|DE|2020-06-15||1
126|1126|1979-08-16|F|N|5|Germany|DE|2020-04-14||1
127|1127|1984-02-29|M|N|2|Spain|ES|2022-11-11||1
128|1128|2001-01-04|F|N|2|France|FR|2018-05-15||1
129|1129|2011-01-02|M|N|5|Germany|DE|2021-05-03||1
130|1130|2001-01-12|F|Y|5|Germany|DE|2018-08-02||1
131|1131|2010-02-08|M|N|4|United States|EN|2019-08-20||1
132|1132|2011-06-22|F|N|2|Spain|ES|2019-11-28||1
133|1133|1993-04-20|M|N|4|United States|EN|2022-02-03||1
134|1134|1980-12-12|F|N|4|United States|EN|2022-06-22||1
135|1135|2005-12-26|F|Y|5|Germany|DE|2020-06-06||1
136|1136|1981-11-22|M|N|3|Brazil|PT|2021-08-08||1
137|1137|2007-10-16|M|N|2|Spain|ES|2020-07-28||1
138|1138|1998-04-25|F|N|2|France|FR|2022-08-21||1
139|1139|2006-07-17|M|N|4|United States|EN|2020-01-29||1
140|1140|1991-03-27|F|Y|4|United States|EN|2019-03-27||1
141|1141|2004-01-06|M|N|1|Portugal|PT|2019-07-02||1
142|1142|1984-12-12|M|N|4|United States|EN|2021-01-12||1
143|1143|2001-04-19|M|N|2|France|FR|2018-03-15||1
144|1144|1979-09-13|M|N|1|Portugal|PT|2018-03-13||1
145|1145|2019-02-11|M|Y|2|France|FR|2022-07-28||1
146|1146|2000-11-08|M|N|5|Germany|DE|2021-12-20||1
147|1147|1998-06-11|F|N|5|Germany|DE|2020-07-24||1
148|1148|2004-02-28|M|N|5|Germany|DE|2018-10-21||1
149|1149|1997-05-28|M|N|4|United States|EN|2022-07-18||1
150|1150|1999-06-16|M|Y|4|United States|EN|2020-03-24||1
151|1151|2017-06-26|M|N|2|France|FR|2022-04-11||1
152|1152|2019-11-30|M|N|4|United States|EN|2022-08-22||1
153|1153|2017-09-04|F|N|3|Brazil|PT|2022-03-18||1
154|1154|2019-04-18|F|N|2|Spain|ES|2023-02-18||1
155|1155|1983-04-08|F|Y|5|Germany|DE|2020-03-17||1
156|1156|2013-08-26|F|N|5|Germany|DE|2020-01-22||1
157|1157|2002-09-23|F|N|1|Portugal|PT|2020-03-24||1
158|1158|1983-10-28|M|N|4|United States|EN|2018-09-08||1
159|1159|2002-02-04|M|N|4|United States|EN|2022-01-27||1
160|1160|2007-03-21|F|Y|4|United States|EN|2021-12-10||1
161|1161|2003-12-17|F|N|3|Brazil|PT|2021-01-02||1
162|1162|2015-11-03|M|N|2|Spain|ES|2020-01-06||1
163|1163|2010-05-02|F|N|5|Germany|DE|2022-02-15||1
164|1164|1986-09-29|M|N|2|Spain|ES|2020-06-08||1
165|1165|2010-03-30|F|Y|1|Portugal|PT|2021-12-12||1
166|1166|2002-05-07|M|N|2|Spain|ES|2020-05-02||1
167|1167|2011-09-24|M|N|4|United States|EN|2020-11-06||1
168|1168|2000-10-12|M|N|1|Portugal|PT|2022-11-12||1
169|1169|2009-10-24|M|N|1|Portugal|PT|2023-03-08||1
170|1170|1999-08-11|M|Y|3|Brazil|PT|2022-05-05||1
171|1171|1993-08-31|M|N|2|Spain|ES|2021-07-19||1
172|1172|2012-02-03|F|N|3|Brazil|PT|2022-07-21||1
173|1173|1983-07-09|M|N|5|Germany|DE|2021-06-12||1
174|1174|2007-07-04|M|N|3|Brazil|PT|2019-10-29||1
175|1175|2007-04-28|F|Y|3|Brazil|PT|2019-09-30||1
176|1176|2003-02-13|F|N|2|Spain|ES|2022-05-22||1
177|1177|2019-10-12|F|N|2|Spain|ES|2021-12-15||1
178|1178|2018-03-14|M|N|2|France|FR|2018-05-17||1
179|1179|2001-09-24|M|N|1|Portugal|PT|2018-10-19||1
180|1180|2017-03-24|F|Y|4|United States|EN|2022-10-24||1
181|1181|2010-02-12|F|N|3|Brazil|PT|2023-02-08||1
182|1182|1994-06-11|M|N|2|France|FR|2019-12-04||1
183|1183|2019-08-19|M|N|5|Germany|DE|2018-10-30||1
184|1184|1999-05-24|F|N|2|France|FR|2018-12-05||1
185|1185|1984-04-30|F|Y|3|Brazil|PT|2018-07-27||1
186|1186|2000-06-13|M|N|3|Brazil|PT|2019-01-22||1
187|1187|2013-03-20|F|N|2|Spain|ES|2019-05-30||1
188|1188|2014-01-08|F|N|2|France|FR|2022-12-14||1
189|1189|1998-07-08|M|N|3|Brazil|PT|2019-12-20||1
190|1190|2003-07-11|M|Y|2|France|FR|2022-03-31||1
191|1191|2009-03-26|M|N|1|Portugal|PT|2020-07-03||1
192|1192|1997-03-01|F|N|1|Portugal|PT|2022-07-22||1
193|1193|1985-10-20|F|N|2|France|FR|2018-04-21||1
194|1194|2009-11-08|M|N|1|Portugal|PT|2018-12-05||1
195|1195|1998-10-31|M|Y|1|Portugal|PT|2019-12-06||1
196|1196|2012-09-05|F|N|3|Brazil|PT|2022-09-30||1
197|1197|1980-09-05|M|N|3|Brazil|PT|2020-02-19||1
198|1198|2003-03-27|M|N|4|United States|EN|2023-01-19||1
199|1199|1988-06-02|M|N|3|Brazil|PT|2018-06-26||1
200|1200|1994-05-14|M|Y|5|Germany|DE|2021-05-03||1
201|1201|1980-01-15|F|N|2|France|FR|2023-01-08||1
202|1202|2005-08-09|F|N|5|Germany|DE|2019-03-05||1
203|1203|2001-07-06|M|N|4|United States|EN|2018-04-04||1
204|1204|2016-07-10|F|N|2|Spain|ES|2018-04-18||1
205|1205|1999-03-02|M|Y|2|Spain|ES|2019-06-23||1
206|1206|1983-04-17|F|N|2|France|FR|2020-09-25||1
207|1207|2002-10-22|F|N|2|France|FR|2021-08-07||1
208|1208|2011-12-16|M|N|4|United States|EN|2018-05-04||1
209|1209|2000-03-22|M|N|5|Germany|DE|2020-04-19||1
210|1210|1980-09-12|M|Y|1|Portugal|PT|2018-03-17||1
211|1211|1999-07-20|M|N|2|Spain|ES|2022-08-19||1
212|1212|1983-09-19|F|N|1|Portugal|PT|2018-08-02||1
213|1213|2010-07-23|F|N|3|Brazil|PT|2018-03-14||1
214|1214|2005-05-02|M|N|3|Brazil|PT|2021-04-13||1
215|1215|2007-07-13|M|Y|4|United States|EN|2021-05-08||1
216|1216|2006-06-20|F|N|2|Spain|ES|2022-02-01||1
217|1217|2010-02-14|M|N|5|Germany|DE|2020-01-18||1
218|1218|1995-08-31|M|N|2|France|FR|2022-07-18||1
219|1219|2007-08-01|M|N|2|Spain|ES|2019-11-28||1
220|1220|2012-10-08|F|Y|3|Brazil|PT|2018-01-15||1
221|1221|2005-08-07|M|N|3|Brazil|PT|2018-11-26||1
222|1222|2008-11-26|F|N|4|United States|EN|2018-01-20||1
223|1223|1993-08-06|F|N|1|Portugal|PT|2019-01-31||1
224|1224|1989-08-18|M|N|1|Portugal|PT|2022-03-05||1
225|1225|2014-06-03|M|Y|4|United States|EN|2018-11-25||1
226|1226|2016-10-12|M|N|5|Germany|DE|2023-04-03||1
227|1227|1986-01-28|M|N|1|Portugal|PT|2022-03-02||1
228|1228|2000-12-29|F|N|1|Portugal|PT|2021-06-11||1
229|1229|2011-01-30|M|N|5|Germany|DE|2022-07-29||1
230|1230|1986-05-31|F|Y|1|Portugal|PT|2020-11-03||1
231|1231|2006-11-25|F|N|3|Brazil|PT|2019-09-15||1
232|1232|2014-12-12|M|N|3|Brazil|PT|2020-01-26||1
233|1233|1994-04-09|M|N|2|France|FR|2018-11-05||1
234|1234|1994-05-04|M|N|3|Brazil|PT|2018-09-20||1
235|1235|1995-07-15|F|Y|5|Germany|DE|2022-08-13||1
236|1236|1995-02-25|M|N|2|Spain|ES|2023-02-24||1
237|1237|1996-03-27|M|N|1|Portugal|PT|2021-06-30||1
238|1238|2018-05-27|M|N|2|France|FR|2020-05-02||1
239|1239|1998-01-07|F|N|2|Spain|ES|2018-06-11||1
240|1240|2017-07-05|F|Y|4|United States|EN|2018-05-26||1
241|1241|2005-07-18|F|N|1|Portugal|PT|2021-05-22||1
242|1242|1999-06-25|M|N|2|France|FR|2023-03-08||1
243|1243|2001-05-26|F|N|2|Spain|ES|2022-01-06||1
244|1244|2005-07-23|M|N|5|Germany|DE|2020-04-08||1
245|1245|1997-12-31|M|Y|2|Spain|ES|2018-04-29||1
246|1246|2017-09-24|F|N|5|Germany|DE|2023-02-22||1
247|1247|1998-01-26|M|N|5|Germany|DE|2020-01-14||1
248|1248|1983-09-07|F|N|1|Portugal|PT|2022-06-15||1
249|1249|1992-02-14|M|N|3|Brazil|PT|2019-09-02||1
250|1250|1986-06-01|F|Y|4|United States|EN|2019-03-08||1
251|1251|2016-11-19|F|N|1|Portugal|PT|2022-09-01||1
252|1252|1983-09-09|M|N|3|Brazil|PT|2018-12-21||1
253|1253|2002-01-11|F|N|3|Brazil|PT|2023-05-27||1
254|1254|2013-11-18|M|N|1|Portugal|PT|2020-04-02||1
255|1255|1981-04-09|M|Y|2|France|FR|2018-09-13||1
256|1256|1986-05-16|M|N|2|France|FR|2018-06-16||1
257|1257|1999-11-19|F|N|2|Spain|ES|2020-12-30||1
258|1258|2012-01-11|F|N|4|United States|EN|2020-07-28||1
259|1259|2013-10-10|F|N|4|United States|EN|2019-10-21||1
260|1260|1993-05-24|F|Y|4|United States|EN|2020-06-05||1
261|1261|1999-03-01|F|N|3|Brazil|PT|2021-02-01||1
262|1262|2003-01-03|M|N|2|France|FR|2020-01-30||1
263|1263|1983-08-07|M|N|1|Portugal|PT|2022-11-05||1
264|1264|1985-06-10|M|N|3|Brazil|PT|2022-05-17||1
265|1265|2006-09-03|F|Y|5|Germany|DE|2019-02-12||1
266|1266|2010-03-26|F|N|3|Brazil|PT|2021-10-20||1
267|1267|2005-11-24|F|N|2|Spain|ES|2023-06-23||1
268|1268|1979-08-03|M|N|2|France|FR|2021-10-15||1
269|1269|1985-08-30|F|N|2|France|FR|2021-02-04||1
270|1270|2004-04-13|M|Y|5|Germany|DE|2020-08-09||1
271|1271|1992-04-01|M|N|2|France|FR|2019-11-19||1
272|1272|2000-01-09|M|N|2|France|FR|2022-04-23||1
273|1273|2005-02-13|F|N|5|Germany|DE|2019-04-04||1
274|1274|1981-03-28|M|N|1|Portugal|PT|2022-08-26||1
275|1275|1990-08-07|F|Y|3|Brazil|PT|2018-04-09||1
276|1276|1990-12-05|M|N|2|Spain|ES|2019-05-31||1
277|1277|2005-03-04|M|N|1|Portugal|PT|2020-08-30||1
278|1278|2019-06-25|F|N|5|Germany|DE|2022-12-03||1
279|1279|1985-07-02|F|N|3|Brazil|PT|2018-06-15||1
280|1280|1987-01-03|M|Y|5|Germany|DE|2018-03-23||1
281|1281|2001-06-15|F|N|3|Brazil|PT|2019-06-04||1
282|1282|1987-05-08|F|N|4|United States|EN|2018-04-26||1
283|1283|1983-08-06|F|N|2|France|FR|2019-07-10||1
284|1284|1992-09-18|M|N|2|Spain|ES|2021-10-29||1
285|1285|2019-10-10|M|Y|1|Portugal|PT|2021-12-13||1
286|1286|2010-09-19|M|N|3|Brazil|PT|2020-07-01||1
287|1287|2014-01-24|F|N|4|United States|EN|2020-04-18||1
288|1288|1983-01-07|M|N|2|France|FR|2022-10-20||1
289|1289|1994-09-22|F|N|2|Spain|ES|2023-06-18||1
290|1290|1984-06-10|F|Y|2|France|FR|2019-07-14||1
291|1291|1998-09-09|F|N|5|Germany|DE|2019-07-26||1
292|1292|2007-06-04|M|N|4|United States|EN|2018-12-11||1
293|1293|1995-06-22|F|N|2|France|FR|2022-02-09||1
294|1294|2000-09-29|M|N|4|United States|EN|2021-07-03||1
295|1295|1997-09-04|F|Y|2|Spain|ES|2018-02-22||1
296|1296|1983-06-06|M|N|5|Germany|DE|2019-04-26||1
297|1297|2002-10-16|F|N|3|Brazil|PT|2021-11-13||1
298|1298|1986-05-07|M|N|2|France|FR|2023-05-05||1
299|1299|2008-02-03|F|N|2|France|FR|2018-05-22||1
300|1300|2015-01-23|M|Y|5|Germany|DE|2022-12-08||1
301|1301|2017-04-16|F|N|2|France|FR|2018-04-19||1
302|1302|1996-08-01|F|N|3|Brazil|PT|2021-06-12||1
303|1303|2019-11-29|F|N|2|Spain|ES|2020-11-20||1
304|1304|1994-10-21|M|N|2|France|FR|2021-07-13||1
305|1305|2008-09-17|F|Y|4|United States|EN|2021-01-05||1
306|1306|1994-01-14|M|N|3|Brazil|PT|2022-12-30||1
307|1307|1988-05-12|M|N|4|United States|EN|2021-01-12||1
308|1308|1994-05-15|M|N|2|Spain|ES|2018-12-31||1
309|1309|2007-10-17|M|N|2|France|FR|2020-03-18||1
310|1310|1992-03-13|M|Y|5|Germany|DE|2020-09-05||1
311|1311|1987-11-15|M|N|5|Germany|DE|2021-11-10||1
312|1312|2015-05-10|F|N|2|France|FR|2018-12-10||1
313|1313|1993-02-12|M|N|2|France|FR|2022-01-15||1
314|1314|2015-03-19|M|N|2|France|FR|2021-04-20||1
315|1315|1981-03-12|F|Y|5|Germany|DE|2020-02-22||1
316|1316|2016-03-25|M|N|3|Brazil|PT|2022-05-12||1
317|1317|2007-05-07|M|N|1|Portugal|PT|2018-03-03||1
318|1318|2015-01-27|M|N|2|France|FR|2018-01-10||1
319|1319|1994-05-30|M|N|4|United States|EN|2021-06-25||1
320|1320|1990-01-29|M|Y|1|Portugal|PT|2020-09-26||1
321|1321|2006-05-11|M|N|2|France|FR|2019-07-18||1
322|1322|2013-07-31|F|N|1|Portugal|PT|2020-05-15||1
323|1323|2016-08-15|M|N|2|France|FR|2020-09-28||1
324|1324|2015-02-26|F|N|2|France|FR|2022-07-15||1
325|1325|1981-12-19|F|Y|3|Brazil|PT|2022-12-13||1
326|1326|1986-06-13|M|N|4|United States|EN|2018-04-18||1
327|1327|1986-02-21|F|N|2|Spain|ES|2018-08-07||1
328|1328|2020-03-25|M|N|2|Spain|ES|2022-09-15||1
329|1329|2000-07-03|F|N|2|Spain|ES|2022-01-05||1
330|1330|2014-08-29|F|Y|3|Brazil|PT|2018-07-11||1
331|1331|1983-09-26|F|N|3|Brazil|PT|2021-10-02||1
332|1332|1999-09-02|F|N|2|Spain|ES|2021-12-13||1
333|1333|1999-05-28|M|N|2|France|FR|2020-04-05||1
334|1334|2000-12-15|F|N|2|France|FR|2018-08-31||1
335|1335|2014-09-24|F|Y|4|United States|EN|2020-07-14||1
336|1336|1983-12-02|F|N|2|Spain|ES|2019-03-09||1
337|1337|2003-03-01|F|N|2|France|FR|2022-03-25||1
338|1338|1996-11-20|F|N|1|Portugal|PT|2018-08-17||1
339|1339|1999-11-12|M|N|4|United States|EN|2019-04-19||1
340|1340|1981-02-16|F|Y|2|France|FR|2020-12-25||1
341|1341|2007-02-13|M|N|2|France|FR|2023-05-23||1
342|1342|2018-03-04|F|N|3|Brazil|PT|2022-03-27||1
343|1343|2013-11-26|M|N|2|Spain|ES|2020-04-16||1
344|1344|1985-12-01|F|N|5|Germany|DE|2023-04-04||1
345|1345|1998-01-17|F|Y|2|France|FR|2019-12-01||1
346|1346|1980-09-21|F|N|2|France|FR|2018-01-05||1
347|1347|1980-10-20|M|N|3|Brazil|PT|2020-07-22||1
348|1348|2008-11-20|M|N|3|Brazil|PT|2023-03-16||1
349|1349|2018-11-05|F|N|3|Brazil|PT|2018-10-13||1
350|1350|2008-03-21|F|Y|1|Portugal|PT|2023-03-05||1
351|1351|2009-10-25|F|N|3|Brazil|PT|2019-08-17||1
352|1352|1997-12-12|F|N|5|Germany|DE|2018-07-23||1
353|1353|1996-01-02|F|N|2|France|FR|2019-01-10||1
354|1354|1980-05-02|F|N|2|France|FR|2019-03-02||1
355|1355|1984-07-28|M|Y|1|Portugal|PT|2018-07-02||1
356|1356|2004-10-26|F|N|2|France|FR|2022-04-17||1
357|1357|1996-09-19|M|N|2|France|FR|2021-01-03||1
358|1358|2019-02-16|M|N|4|United States|EN|2019-12-14||1
359|1359|1993-03-15|F|N|2|Spain|ES|2022-03-01||1
360|1360|2010-09-09|M|Y|2|France|FR|2022-04-24||1
361|1361|1980-01-17|M|N|2|France|FR|2019-03-25||1
362|1362|1986-07-06|F|N|2|Spain|ES|2019-05-30||1
363|1363|2015-04-16|F|N|1|Portugal|PT|2018-01-21||1
364|1364|1985-05-29|M|N|3|Brazil|PT|2020-06-03||1
365|1365|1979-07-16|F|Y|5|Germany|DE|2020-03-14||1
366|1366|1981-04-15|M|N|2|France|FR|2023-04-22||1
367|1367|2018-12-05|F|N|2|Spain|ES|2018-01-22||1
368|1368|1979-11-23|F|N|2|Spain|ES|2018-08-10||1
369|1369|2012-03-04|F|N|4|United States|EN|2022-05-07||1
370|1370|1979-03-05|F|Y|1|Portugal|PT|2020-10-21||1
371|1371|1987-07-20|M|N|2|Spain|ES|2022-05-05||1
372|1372|2009-04-18|M|N|3|Brazil|PT|2019-12-03||1
373|1373|2002-10-06|F|N|5|Germany|DE|2020-07-30||1
374|1374|1984-07-18|M|N|3|Brazil|PT|2021-04-06||1
375|1375|2011-03-01|F|Y|2|Spain|ES|2021-09-30||1
376|1376|1988-01-28|F|N|4|United States|EN|2022-12-17||1
377|1377|2012-11-26|F|N|5|Germany|DE|2022-10-07||1
378|1378|1996-12-01|F|N|3|Brazil|PT|2018-01-22||1
379|1379|1988-10-24|F|N|2|Spain|ES|2023-05-14||1
380|1380|2012-07-27|F|Y|5|Germany|DE|2020-01-20||1
381|1381|1998-11-13|F|N|2|Spain|ES|2021-03-22||1
382|1382|1997-06-05|F|N|2|Spain|ES|2018-08-14||1
383|1383|2012-11-14|M|N|2|Spain|ES|2022-05-25||1
384|1384|1990-11-14|M|N|4|United States|EN|2023-03-12||1
385|1385|1994-10-07|M|Y|2|France|FR|2022-02-26||1
386|1386|2004-07-29|F|N|3|Brazil|PT|2019-01-24||1
387|1387|1990-07-03|F|N|3|Brazil|PT|2022-11-22||1
388|1388|1990-04-18|F|N|2|France|FR|2019-03-20||1
389|1389|1991-11-27|F|N|2|France|FR|2020-07-08||1
390|1390|1990-05-31|F|Y|2|Spain|ES|2021-07-27||1
391|1391|2018-09-05|M|N|2|Spain|ES|2023-05-15||1
392|1392|2015-03-20|M|N|1|Portugal|PT|2020-01-17||1
393|1393|1996-07-03|F|N|2|France|FR|2018-09-09||1
394|1394|2018-06-01|M|N|5|Germany|DE|2023-02-06||1
395|1395|2018-03-21|F|Y|4|United States|EN|2018-09-17||1
396|1396|1985-01-02|M|N|3|Brazil|PT|2019-01-25||1
397|1397|1979-09-10|F|N|3|Brazil|PT|2021-11-25||1
398|1398|1984-01-08|M|N|5|Germany|DE|2021-12-14||1
399|1399|1998-06-04|M|N|2|France|FR|2018-03-09||1
400|1400|1991-09-25|F|Y|3|Brazil|PT|2020-02-25||1
401|1401|2007-02-17|F|N|4|United States|EN|2021-10-24||1
402|1402|1999-05-30|M|N|4|United States|EN|2021-05-16||1
403|1403|1996-07-27|M|N|4|United States|EN|2022-06-26||1
404|1404|1984-02-04|F|N|5|Germany|DE|2018-02-23||1
405|1405|1986-07-31|F|Y|1|Portugal|PT|2019-08-19||1
406|1406|1986-08-30|F|N|1|Portugal|PT|2019-08-18||1
407|1407|2003-07-07|F|N|4|United States|EN|2019-11-29||1
408|1408|1999-04-06|M|N|1|Portugal|PT|2020-07-17||1
409|1409|1984-09-01|M|N|1|Portugal|PT|2022-09-17||1
410|1410|2011-12-11|M|Y|3|Brazil|PT|2022-03-07||1
411|1411|2017-10-29|F|N|3|Brazil|PT|2021-09-17||1
412|1412|2009-01-04|M|N|4|United States|EN|2021-10-20||1
