20240106|344|714|10|11|6|20021|65|3|2|74.8748|7.4875|11.2312|16.3654|147.3963|87.6035|8.7604|13.1405|19.1475|172.4537
20240107|380|860|3|14|1|20022|66|7|5|96.4291|9.6429|14.4644|13.2671|471.3053|0.2507|0.0251|0.0376|0.0345|1.2254
20240108|191|311|3|15|13|20022|67|2|3|131.7265|6.5863|0.0000|19.4050|407.9982|121.1884|6.0594|0.0000|17.8526|375.3583
20240109|113|870|6|2|3|20022|68|2|5|137.0363|6.8518|20.5554|5.9237|663.6980|126.0734|6.3037|18.9110|5.4498|610.6022
20240110|336|748|6|11|17|20023|69|2|5|55.4299|5.5430|0.0000|12.8525|284.4590|50.9955|5.0996|0.0000|11.8243|261.7023
20240111|649|864|8|1|9|20023|70|3|3|16.2730|0.0000|0.0000|2.9571|51.7761|19.0394|0.0000|0.0000|3.4598|60.5780
20240112|585|864|5|5|13|20023|71|5|1|292.6041|14.6302|43.8906|13.6353|247.7186|301.3822|15.0691|45.2073|14.0444|255.1502
20240113|73|432|6|1|20|20024|72|6|4|191.8518|9.5926|0.0000|4.9470|762.7616|16.8830|0.8441|0.0000|0.4353|67.1230
20240114|120|599|3|1|19|20024|73|7|2|244.8585|12.2429|36.7288|5.2503|445.9956|0.6366|0.0318|0.0955|0.0137|1.1596
20240115|132|111|10|7|15|20024|74|6|4|78.0196|3.9010|3.9010|17.7476|322.0240|6.8657|0.3433|0.3433|1.5618|28.3381
20240116|543|366|6|11|13|20025|75|5|1|62.3400|0.0000|3.1170|18.6961|77.9191|64.2102|0.0000|3.2105|19.2570|80.2567
20240117|187|198|6|8|15|20025|76|1|2|268.4602|26.8460|40.2690|18.4692|488.2746|268.4602|26.8460|40.2690|18.4692|488.2746
20240118|760|899|4|4|9|20025|77|5|1|253.0123|0.0000|37.9518|18.6725|233.7330|260.6027|0.0000|39.0904|19.2327|240.7450
20240119|918|817|8|5|12|20026|78|4|5|27.6127|2.7613|1.3806|4.0532|137.9748|4.9703|0.4970|0.2485|0.7296|24.8355
20240120|203|691|6|6|6|20026|79|1|4|181.1391|18.1139|0.0000|2.5229|708.9654|181.1391|18.1139|0.0000|2.5229|708.9654
20240121|642|993|2|2|17|20026|80|2|4|285.9093|14.2955|14.2955|3.7187|1118.7649|263.0366|13.1519|13.1519|3.4212|1029.2637
20240122|529|28|4|7|7|20027|81|2|3|92.1642|4.6082|0.0000|8.2990|280.1834|84.7911|4.2395|0.0000|7.6351|257.7687
20240123|396|569|6|14|11|20027|82|5|2|70.2572|7.0257|10.5386|15.8975|138.8476|72.3649|7.2365|10.8548|16.3744|143.0130
20240124|451|451|3|5|15|20027|83|3|4|12.0873|1.2087|1.8131|5.7277|51.0551|14.1421|1.4142|2.1213|6.7014|59.7345
20240125|145|436|1|15|2|20028|84|1|4|214.4891|0.0000|0.0000|13.4414|871.3978|214.4891|0.0000|0.0000|13.4414|871.3978
20240126|842|986|2|12|10|20028|85|4|6|12.8171|0.0000|1.9226|7.3331|82.3131|2.3071|0.0000|0.3461|1.3200|14.8164
20240127|542|300|8|1|12|20028|86|3|6|130.6433|0.0000|6.5322|18.0483|795.3759|152.8527|0.0000|7.6427|21.1165|930.5898
20240128|480|158|5|13|16|20029|87|3|5|171.5268|0.0000|25.7290|17.8740|849.7790|200.6864|0.0000|30.1029|20.9126|994.2414
20240129|587|384|10|2|17|20029|88|5|4|262.8471|13.1424|0.0000|13.8665|1052.1125|270.7325|13.5367|0.0000|14.2825|1083.6759
20240130|943|224|4|5|9|20029|89|5|2|195.3895|9.7695|29.3084|19.8877|371.5888|201.2512|10.0626|30.1877|20.4843|382.7365
20240131|228|171|1|7|15|20030|90|2|3|21.6287|1.0814|0.0000|13.1440|76.9487|19.8984|0.9949|0.0000|12.0925|70.7928
20240201|843|100|1|12|6|20030|91|5|2|169.1289|0.0000|25.3693|19.4612|332.3497|174.2028|0.0000|26.1304|20.0450|342.3202
20240202|457|685|6|9|10|20030|92|4|4|58.7495|2.9375|0.0000|18.2385|250.2990|10.5749|0.5287|0.0000|3.2829|45.0538
20240203|736|567|1|11|1|20031|93|4|2|19.8701|1.9870|2.9805|8.4498|43.2225|3.5766|0.3577|0.5365|1.5210|7.7800
20240204|419|742|6|7|19|20031|94|7|2|112.4021|11.2402|5.6201|2.6541|210.5980|0.2922|0.0292|0.0146|0.0069|0.5476
20240205|597|195|8|5|5|20031|95|1|2|187.3909|9.3695|0.0000|5.1349|370.5472|187.3909|9.3695|0.0000|5.1349|370.5472
20240206|60|121|10|2|5|20032|96|7|5|38.8752|0.0000|5.8313|9.9520|198.4967|0.1011|0.0000|0.0152|0.0259|0.5161
20240207|274|244|4|14|6|20032|97|2|4|160.8289|0.0000|0.0000|16.2822|659.5978|147.9626|0.0000|0.0000|14.9796|606.8300
20240208|567|104|4|12|10|20032|98|2|6|44.7504|0.0000|2.2375|19.9092|286.1741|41.1704|0.0000|2.0585|18.3165|263.2802
20240209|491|949|10|10|14|20033|99|7|5|144.1505|7.2075|7.2075|8.1341|714.4716|0.3748|0.0187|0.0187|0.0211|1.8576
20240210|72|804|2|15|20|20033|100|3|4|202.0650|0.0000|10.1033|5.0895|803.2462|236.4160|0.0000|11.8209|5.9547|939.7981
20240211|202|947|4|14|7|20033|101|7|3|101.2558|0.0000|5.0628|3.9845|302.6891|0.2633|0.0000|0.0132|0.0104|0.7870
20240212|529|23|8|3|13|20034|102|5|6|137.4099|0.0000|6.8705|12.9106|830.4995|141.5322|0.0000|7.0766|13.2979|855.4145
20240213|928|439|10|14|19|20034|103|6|2|75.5296|0.0000|3.7765|19.4423|166.7250|6.6466|0.0000|0.3323|1.7109|14.6718
20240214|285|956|5|8|8|20034|104|7|3|298.0083|29.8008|44.7012|11.8684|831.3913|0.7748|0.0775|0.1162|0.0309|2.1616
20240215|546|685|3|7|9|20035|105|1|3|186.8413|18.6841|28.0262|9.3457|523.1593|186.8413|18.6841|28.0262|9.3457|523.1593
20240216|988|235|1|4|13|20035|106|5|3|217.7983|21.7798|0.0000|18.5506|650.1657|224.3322|22.4332|0.0000|19.1071|669.6707
20240217|114|320|9|7|17|20035|107|4|4|216.3421|10.8171|32.4513|17.5396|839.6396|38.9416|1.9471|5.8412|3.1571|151.1351
20240218|914|672|8|7|6|20036|108|6|1|173.2759|8.6638|0.0000|11.6771|176.2892|15.2483|0.7624|0.0000|1.0276|15.5134
20240219|357|882|9|15|17|20036|109|6|3|206.8368|20.6837|10.3418|18.1892|607.6741|18.2016|1.8202|0.9101|1.6006|53.4753
20240220|142|484|4|11|20|20036|110|5|5|38.2890|3.8289|5.7434|16.5970|198.4697|39.4377|3.9438|5.9157|17.0949|204.4238
20240221|807|96|5|1|1|20037|111|3|1|15.6980|1.5698|0.0000|7.1753|21.3035|18.3667|1.8367|0.0000|8.3951|24.9251
20240222|717|322|4|12|8|20037|112|4|4|105.7330|5.2867|5.2867|13.8005|426.1591|19.0319|0.9516|0.9516|2.4841|76.7086
20240223|545|498|8|8|2|20037|113|5|2|198.0350|19.8035|29.7052|9.8386|356.3999|203.9761|20.3976|30.5964|10.1338|367.0919
20240224|748|199|9|15|12|20038|114|4|5|200.6606|10.0330|10.0330|8.7969|992.0339|36.1189|1.8059|1.8059|1.5834|178.5661
20240225|409|165|10|12|18|20038|115|4|6|57.8036|2.8902|2.8902|2.9699|344.0111|10.4046|0.5202|0.5202|0.5346|61.9220
20240226|623|107|1|6|12|20038|116|7|1|17.0579|0.8529|2.5587|16.4148|30.0611|0.0444|0.0022|0.0067|0.0427|0.0782
20240227|359|576|10|10|14|20039|117|3|2|231.8105|11.5905|0.0000|5.2842|457.3147|271.2183|13.5609|0.0000|6.1825|535.0582
20240228|650|712|7|7|5|20039|118|1|5|229.3610|0.0000|34.4041|2.4577|1114.8586|229.3610|0.0000|34.4041|2.4577|1114.8586
20240229|918|340|6|3|17|20039|119|1|3|55.9722|0.0000|0.0000|3.1252|171.0418|55.9722|0.0000|0.0000|3.1252|171.0418
20240101|145|942|7|7|20|20040|120|3|6|213.2914|10.6646|0.0000|9.7864|1278.8702|249.5509|12.4776|0.0000|11.4501|1496.2781
20240102|907|66|7|7|20|20040|121|7|5|152.4249|7.6212|0.0000|3.5742|758.0775|0.3963|0.0198|0.0000|0.0093|1.9710
20240103|1|98|6|4|4|20040|122|7|5|204.4260|10.2213|0.0000|6.3898|1018.2985|0.5315|0.0266|0.0000|0.0166|2.6476
20240104|244|376|3|12|19|20041|123|3|3|68.1861|3.4093|10.2279|17.6356|208.5567|79.7777|3.9889|11.9666|20.6337|244.0113
20240105|529|48|1|3|10|20041|124|6|4|15.0544|0.0000|0.7527|16.8539|76.3188|1.3248|0.0000|0.0662|1.4831|6.7161
20240106|781|58|3|13|15|20041|125|2|4|298.4916|29.8492|0.0000|6.8300|1170.9472|274.6123|27.4613|0.0000|6.2836|1077.2714
20240107|670|519|6|9|8|20042|126|4|3|243.7340|24.3734|12.1867|2.2101|696.8520|43.8721|4.3872|2.1936|0.3978|125.4334
20240108|208|679|4|4|16|20042|127|1|2|178.0622|8.9031|0.0000|8.9486|356.1699|178.0622|8.9031|0.0000|8.9486|356.1699
20240109|157|797|10|14|3|20042|128|5|2|229.9065|11.4953|34.4860|13.9478|427.7795|236.8037|11.8402|35.5206|14.3662|440.6129
20240110|103|867|6|7|11|20043|129|7|2|173.5152|8.6758|26.0273|12.7103|325.0376|0.4511|0.0226|0.0677|0.0330|0.8451
20240111|605|151|6|4|9|20043|130|5|6|60.4695|3.0235|0.0000|7.6034|367.3969|62.2836|3.1142|0.0000|7.8315|378.4188
20240112|573|324|8|12|14|20043|131|5|2|53.6268|2.6813|2.6813|4.6910|106.5820|55.2356|2.7617|2.7617|4.8317|109.7795
20240113|521|590|6|3|18|20044|132|5|5|170.1048|8.5052|0.0000|16.4333|858.4521|175.2079|8.7604|0.0000|16.9263|884.2057
20240114|779|82|1|6|20|20044|133|3|4|174.7587|17.4759|26.2138|2.9431|658.2882|204.4677|20.4468|30.6701|3.4434|770.1972
20240115|351|939|1|4|16|20044|134|7|3|250.8743|0.0000|0.0000|2.2549|754.8778|0.6523|0.0000|0.0000|0.0059|1.9627
20240116|135|154|5|10|4|20045|135|7|3|101.3371|5.0669|0.0000|7.0884|306.0328|0.2635|0.0132|0.0000|0.0184|0.7957
20240117|134|526|2|14|2|20045|136|7|3|93.1205|9.3121|0.0000|18.2573|288.3067|0.2421|0.0242|0.0000|0.0475|0.7496
20240118|655|313|9|10|10|20045|137|4|2|139.6684|6.9834|0.0000|17.5814|289.9348|25.1403|1.2570|0.0000|3.1647|52.1883
20240119|436|741|4|1|1|20046|138|7|4|248.2919|24.8292|37.2438|2.4133|933.5079|0.6456|0.0646|0.0968|0.0063|2.4271
20240120|884|7|7|2|12|20046|139|1|6|181.4801|0.0000|0.0000|17.8356|1106.7162|181.4801|0.0000|0.0000|17.8356|1106.7162
20240121|657|594|6|8|12|20046|140|5|1|20.6952|0.0000|0.0000|5.9943|26.6895|21.3161|0.0000|0.0000|6.1741|27.4902
20240122|509|317|5|7|9|20047|141|4|2|31.7279|0.0000|0.0000|10.1640|73.6198|5.7110|0.0000|0.0000|1.8295|13.2516
20240123|279|524|5|3|6|20047|142|7|2|283.3044|0.0000|42.4957|7.0244|531.1375|0.7366|0.0000|0.1105|0.0183|1.3810
20240124|487|797|2|8|15|20047|143|1|2|261.7817|0.0000|39.2673|3.4023|487.6984|261.7817|0.0000|39.2673|3.4023|487.6984
20240125|781|762|1|14|18|20048|144|4|1|67.0187|6.7019|10.0528|16.3202|66.5842|12.0634|1.2063|1.8095|2.9376|11.9852
20240126|908|713|1|6|18|20048|145|5|1|297.8294|0.0000|0.0000|5.0450|302.8744|306.7643|0.0000|0.0000|5.1963|311.9606
20240127|627|206|3|7|11|20048|146|5|1|171.6242|0.0000|0.0000|12.9889|184.6131|176.7729|0.0000|0.0000|13.3786|190.1515
20240128|965|223|8|7|14|20049|147|6|1|94.5584|4.7279|14.1838|5.7509|81.3976|8.3211|0.4161|1.2482|0.5061|7.1630
20240129|570|122|8|14|16|20049|148|7|3|171.5915|0.0000|8.5796|4.1368|510.3317|0.4461|0.0000|0.0223|0.0108|1.3269
20240130|405|726|9|2|7|20049|149|2|1|292.0731|29.2073|14.6037|16.0393|264.3014|268.7073|26.8707|13.4354|14.7562|243.1573
20240131|609|982|5|2|9|20050|150|6|4|91.2919|4.5646|0.0000|3.4616|364.0646|8.0337|0.4017|0.0000|0.3046|32.0377
20240201|511|490|1|14|4|20050|151|7|1|60.1688|3.0084|3.0084|7.9361|62.0881|0.1564|0.0078|0.0078|0.0206|0.1614
20240202|807|390|7|11|17|20050|152|5|2|258.3172|25.8317|38.7476|15.1130|467.1681|266.0667|26.6067|39.9100|15.5664|481.1831
20240203|701|61|7|5|5|20051|153|6|5|102.1754|0.0000|0.0000|4.8697|515.7467|8.9914|0.0000|0.0000|0.4285|45.3857
20240204|593|753|4|2|19|20051|154|6|4|59.5997|0.0000|8.9400|4.1234|233.5822|5.2448|0.0000|0.7867|0.3629|20.5552
20240205|524|121|5|6|10|20051|155|5|6|85.0591|0.0000|0.0000|8.6062|518.9608|87.6109|0.0000|0.0000|8.8644|534.5296
20240206|30|845|8|10|13|20052|156|2|4|50.4407|5.0441|7.5661|17.8817|207.0343|46.4054|4.6406|6.9608|16.4512|190.4716
20240207|146|128|8|3|16|20052|157|3|6|45.9246|4.5925|6.8887|5.9268|269.9932|53.7318|5.3732|8.0598|6.9344|315.8920
20240208|145|695|8|13|9|20052|158|7|4|87.8665|4.3933|13.1800|14.5717|348.4644|0.2285|0.0114|0.0343|0.0379|0.9060
20240209|350|183|5|15|3|20053|159|2|4|213.4079|10.6704|0.0000|17.9810|860.9422|196.3353|9.8168|0.0000|16.5425|792.0668
20240210|61|514|9|14|13|20053|160|7|1|205.3872|10.2694|0.0000|10.6795|205.7973|0.5340|0.0267|0.0000|0.0278|0.5351
20240211|634|169|2|12|8|20053|161|2|6|281.0643|28.1064|14.0532|2.3540|1646.5802|258.5792|25.8579|12.9289|2.1657|1514.8538
20240212|206|340|10|15|13|20054|162|7|6|123.2667|6.1633|18.4900|19.6718|734.6187|0.3205|0.0160|0.0481|0.0511|1.9100
20240213|841|489|7|7|14|20054|163|6|3|270.1875|27.0188|40.5281|19.4829|762.4985|23.7765|2.3777|3.5665|1.7145|67.0999
20240214|946|535|2|3|18|20054|164|7|1|21.8064|2.1806|0.0000|3.9128|23.5386|0.0567|0.0057|0.0000|0.0102|0.0612
20240215|176|723|6|6|12|20055|165|5|6|201.3832|10.0692|0.0000|14.6946|1212.9246|207.4247|10.3713|0.0000|15.1354|1249.3123
20240216|110|169|4|14|5|20055|166|5|6|268.1383|13.4069|0.0000|14.1238|1609.5467|276.1824|13.8091|0.0000|14.5475|1657.8331
20240217|231|806|4|15|6|20055|167|1|1|265.8292|0.0000|13.2915|8.2336|260.7713|265.8292|0.0000|13.2915|8.2336|260.7713
20240218|769|69|8|2|8|20056|168|2|1|129.7438|0.0000|0.0000|19.0443|148.7881|119.3643|0.0000|0.0000|17.5208|136.8851
20240219|407|780|7|1|9|20056|169|1|6|68.2804|0.0000|10.2421|13.4438|412.8841|68.2804|0.0000|10.2421|13.4438|412.8841
20240220|757|653|6|3|20|20056|170|2|1|40.2425|0.0000|0.0000|4.1758|44.4183|37.0231|0.0000|0.0000|3.8417|40.8648
20240221|738|547|7|4|15|20057|171|4|5|152.6854|15.2685|22.9028|15.1036|740.3593|27.4834|2.7483|4.1225|2.7186|133.2647
20240222|437|9|2|14|9|20057|172|2|1|19.9154|0.9958|2.9873|16.4930|32.4253|18.3222|0.9161|2.7483|15.1736|29.8313
20240223|1000|621|8|15|18|20057|173|2|1|188.5041|18.8504|28.2756|12.3718|153.7499|173.4238|17.3424|26.0136|11.3821|141.4499
20240224|431|584|5|10|9|20058|174|3|4|249.4645|24.9464|12.4732|10.6165|971.0549|291.8735|29.1873|14.5936|12.4213|1136.1342
20240225|483|328|4|3|6|20058|175|5|5|285.1764|28.5176|14.2588|5.5532|1388.6588|293.7317|29.3731|14.6866|5.7198|1430.3186
20240226|732|925|7|8|1|20058|176|3|3|63.4584|6.3458|3.1729|2.7823|183.6388|74.2463|7.4246|3.7123|3.2553|214.8574
20240227|569|211|2|2|15|20059|177|5|2|249.0037|24.9004|12.4502|17.5211|478.1779|256.4738|25.6474|12.8237|18.0467|492.5232
20240228|473|675|3|6|16|20059|178|2|1|89.9196|0.0000|13.4879|15.3519|91.7836|82.7260|0.0000|12.4089|14.1237|84.4409
20240229|666|686|7|1|13|20059|179|7|3|6.5164|0.6516|0.9775|8.5484|26.4685|0.0169|0.0017|0.0025|0.0222|0.0688
20240101|36|733|4|4|16|20060|180|5|5|238.7474|11.9374|0.0000|9.0013|1190.8009|245.9098|12.2955|0.0000|9.2713|1226.5249
20240102|518|285|6|7|5|20060|181|3|4|12.1538|1.2154|1.8231|4.7380|50.3147|14.2199|1.4220|2.1330|5.5435|58.8682
20240103|164|917|7|5|7|20060|182|2|1|208.8080|20.8808|31.3212|6.8500|163.4560|192.1034|19.2103|28.8155|6.3020|150.3795
20240104|579|360|8|10|1|20061|183|7|6|23.6576|0.0000|3.5486|16.6844|155.0814|0.0615|0.0000|0.0092|0.0434|0.4032
20240105|785|16|4|13|15|20061|184|3|1|187.2007|0.0000|9.3600|7.0048|184.8455|219.0248|0.0000|10.9512|8.1956|216.2692
20240106|34|934|4|6|9|20061|185|1|6|10.9506|0.0000|0.0000|17.3178|83.0214|10.9506|0.0000|0.0000|17.3178|83.0214
20240107|339|662|10|6|3|20062|186|1|4|11.3066|1.1307|0.0000|18.2571|62.3528|11.3066|1.1307|0.0000|18.2571|62.3528
20240108|926|310|2|13|10|20062|187|1|1|156.5501|0.0000|0.0000|19.7954|176.3455|156.5501|0.0000|0.0000|19.7954|176.3455
20240109|792|640|7|7|9|20062|188|7|2|13.9292|1.3929|2.0894|14.7223|39.0984|0.0362|0.0036|0.0054|0.0383|0.1017
20240110|550|523|4|6|1|20063|189|2|2|126.5644|12.6564|18.9847|7.1082|228.5959|116.4392|11.6439|17.4659|6.5395|210.3082
20240111|921|622|10|9|10|20063|190|5|1|14.6723|1.4672|0.0000|19.7474|32.9525|15.1125|1.5112|0.0000|20.3398|33.9411
20240112|352|507|10|8|16|20063|191|2|3|204.0019|10.2001|10.2001|17.3141|608.9196|187.6817|9.3841|9.3841|15.9290|560.2060
