71173|27|05/05/1970 00:00|M|2||0|2022-09-17|2024-11-18
71233|26|22/02/1979 00:00|M|1||0|2023-04-23|2024-08-20
71349|26|1799-01-01 00:00:00|M|1||0|2023-06-06|2024-02-27
73468|26|1799-01-01 00:00:00|M|2||0|2022-12-30|2023-10-10
73908|26|1799-01-01 00:00:00|M|1||0|2022-12-21|2024-02-15
76980|26|1799-01-01 00:00:00|M|2||0|2023-02-11|2024-11-22
82370|26|1799-01-01 00:00:00|M|2||0|2022-12-06|2024-11-23
82703|26|30/05/1958 00:00|M|1||0|2022-09-19|2023-07-09
89994|26|1799-01-01 00:00:00|M|1||0|2022-04-01|2024-09-27
90362|26|1799-01-01 00:00:00|M|1||0|2023-02-06|2024-09-24
90827|26|1799-01-01 00:00:00|M|2||0|2022-06-14|2024-02-25
93035|26|1799-01-01 00:00:00|M|1||0|2023-06-04|2023-12-27
93502|26||M|1||0|2022-07-09|2024-07-25
94386|26|1799-01-01 00:00:00|M|2||0|2022-05-18|2023-08-13
95479|26|1799-01-01 00:00:00|M|1||0|2023-06-13|2024-04-26
95735|26|1799-01-01 00:00:00|M|2||0|2022-04-20|2023-07-02
96523|26|1799-01-01 00:00:00|M|1||0|2022-07-11|2024-08-18
98077|25|11/02/1985 00:00|M|1||0|2022-03-25|2024-07-17
100439|26|1799-01-01 00:00:00|M|2||0|2022-07-05|2024-08-21
101116|26|24/05/1985 00:00|M|2||0|2022-04-14|2024-09-23
101563|23|22/12/1980 00:00|M|1||0|2022-05-27|2024-02-17
104502|26|1799-01-01 00:00:00|M|1||0|2023-03-24|2023-09-02
105788|26|1799-01-01 00:00:00|M|1||0|2022-03-24|2024-09-22
107507|26||M|1||0|2022-06-13|2024-02-10
110449|26|16/11/1983 00:00|M|2||0|2022-11-04|2024-06-23
112487|26|1799-01-01 00:00:00|M|1||0|2022-05-16|2024-12-27
112804|26|22/10/1989 00:00|M|1||0|2022-06-11|2024-01-29
115582|26|1799-01-01 00:00:00|M|2||0|2022-04-14|2024-03-12
119742|26|1799-01-01 00:00:00|M|2||0|2022-04-09|2023-07-28
122402|26|1799-01-01 00:00:00|M|2||0|2022-06-26|2024-06-10
124653|26|1799-01-01 00:00:00|M|1||0|2022-12-25|2024-08-11
126432|26|1799-01-01 00:00:00|M|1||0|2022-07-12|2024-12-30
127592|26|21/02/1987 00:00|M|2||0|2022-07-25|2024-09-26
129499|26|1799-01-01 00:00:00|M|1||0|2022-01-10|2023-11-11
131330|26|1799-01-01 00:00:00|M|1||0|2022-04-11|2024-12-14
132912|26|1799-01-01 00:00:00|M|2||0|2022-11-06|2024-03-17
134220|26|1799-01-01 00:00:00|M|1||0|2023-05-25|2024-03-02
136599|26|25/07/1986 00:00|M|2||0|2022-12-09|2024-09-26
138540|26|1799-01-01 00:00:00|M|1||0|2023-05-10|2023-12-28
139398|26|1799-01-01 00:00:00|M|1||0|2023-04-03|2024-04-21
139541|24|15/06/1969 00:00|M|2||0|2022-03-18|2024-07-18
140907|26|1799-01-01 00:00:00|M|1||0|2022-11-07|2023-09-17
142100|26|1799-01-01 00:00:00|M|1||0|2022-05-26|2024-09-25
142554|26|1799-01-01 00:00:00|M|1||0|2023-01-24|2023-09-11
146271|26|1799-01-01 00:00:00|M|1||0|2023-03-30|2023-12-30
147193|26|1799-01-01 00:00:00|M|2||0|2022-03-23|2024-02-23
147908|16|23/08/1952 00:00|M|1||0|2023-03-28|2024-01-28
149178|26|1799-01-01 00:00:00|M|1||0|2023-06-04|2024-12-23
151087|26|1799-01-01 00:00:00|M|2||0|2023-05-06|2024-10-10
151287|26|1799-01-01 00:00:00|M|2||0|2022-06-28|2023-12-11
151762|26|1799-01-01 00:00:00|M|2||0|2022-08-14|2023-12-19
153644|26|1799-01-01 00:00:00|M|2||0|2022-01-29|2024-07-20
154135|26|1799-01-01 00:00:00|M|2||0|2023-03-15|2023-12-23
160061|26|1799-01-01 00:00:00|M|1||0|2022-01-11|2024-03-02
161537|26|1799-01-01 00:00:00|M|1||0|2023-02-12|2024-05-22
163961|26|1799-01-01 00:00:00|M|2||0|2022-12-07|2024-01-24
164196|26|1799-01-01 00:00:00|M|1||0|2023-01-14|2024-06-03
164946|26|29/04/1971 00:00|M|1||0|2022-05-05|2024-01-12
165841|26|1799-01-01 00:00:00|M|1||0|2023-02-02|2024-03-17
168168|26||M|1||0|2022-02-01|2024-08-23
171165|26|1799-01-01 00:00:00|M|2||0|2022-08-16|2024-09-21
171285|26|1799-01-01 00:00:00|M|2||0|2022-10-11|2024-07-28
171865|26|1799-01-01 00:00:00|M|1||0|2022-09-17|2024-11-19
173259|26|1799-01-01 00:00:00|M|2||0|2022-11-15|2023-12-01
177153|26|07/09/1978 00:00|M|1||0|2022-02-16|2023-10-17
180050|11||M|1||0|2022-11-24|2023-08-20
181133|26|1799-01-01 00:00:00|M|1||0|2022-03-31|2024-01-09
183818|26|1799-01-01 00:00:00|M|1||0|2022-11-26|2024-05-24
184588|26|1799-01-01 00:00:00|M|1||0|2023-05-26|2024-02-05
184908|26|1799-01-01 00:00:00|M|1||0|2022-12-07|2023-08-23
185726|26|1799-01-01 00:00:00|M|1||0|2022-04-29|2024-03-07
188655|26||M|1||0|2022-03-31|2024-11-16
190386|26|27/09/1967 00:00|M|3|BR|1|2023-06-07|2024-04-09
198059|26|1799-01-01 00:00:00|M|1||0|2022-05-16|2024-01-25
199293|26|1799-01-01 00:00:00|M|1||0|2022-09-14|2024-01-21
203561|27|06/02/1986 00:00|M|2||0|2022-10-14|2024-11-14
204025|26|1799-01-01 00:00:00|M|1||0|2022-08-04|2023-10-29
204130|26|1799-01-01 00:00:00|M|2||0|2023-03-06|2023-08-14
204132|26|14/07/1985 00:00|M|1||0|2022-02-09|2024-07-06
207522|26|01/01/1980 00:00|M|1||0|2022-09-14|2024-07-11
208217|26|1799-01-01 00:00:00|M|1||0|2023-03-15|2024-03-19
210268|26|1799-01-01 00:00:00|M|1||0|2022-06-11|2024-11-12
210839|26|03/01/1992 00:00|M|2||0|2022-02-15|2024-11-04
212050|26|15/04/1986 00:00|M|1||0|2023-03-09|2024-04-08
213845|26|1799-01-01 00:00:00|M|1||0|2023-01-18|2024-01-08
216851|26|1799-01-01 00:00:00|M|1||0|2022-07-16|2023-10-10
217945|26|1799-01-01 00:00:00|M|2||0|2022-03-02|2024-08-21
218744|26|27/06/1975 00:00|M|1||0|2022-04-26|2024-02-17
223087|26|05/09/1985 00:00|M|1||0|2023-06-06|2024-04-13
224919|26|1799-01-01 00:00:00|M|2||0|2022-03-11|2024-03-06
226238|26|01/01/2001 00:00|M|1||0|2022-11-26|2023-07-22
226707|26|02/02/1970 00:00|M|2||0|2022-05-26|2024-07-23
230576|26|1799-01-01 00:00:00|M|1||0|2023-05-29|2023-12-18
233420|22|28/10/1979 00:00|M|1|EN|0|2022-07-20|2024-05-21
233918|26|1799-01-01 00:00:00|M|1|EN|0|2022-07-21|2024-06-11
234094|26|1799-01-01 00:00:00|M|1|EN|0|2023-04-27|2024-01-15
237666|26|09/09/1960 00:00|M|2|US|0|2022-05-03|2024-08-22
239745|26|01/01/2001 00:00|M|1|EN|0|2022-06-21|2024-06-30
240809|26|1799-01-01 00:00:00|M|2|US|0|2023-06-06|2023-12-10
245378|26|1799-01-01 00:00:00|M|1|EN|0|2023-01-05|2024-09-09
246756|26|1799-01-01 00:00:00|M|1|EN|0|2022-04-19|2023-10-14
248954|26|01/01/2015 00:00|M|1|EN|0|2023-01-09|2024-08-22
249333|26|1799-01-01 00:00:00|M|1|EN|0|2022-07-04|2023-11-24
249348|26|1799-01-01 00:00:00|M|1|EN|0|2022-07-03|2023-11-09
250336|26||M|1|EN|0|2023-05-07|2023-07-06
254385|17|24/03/1978 00:00|M|1|EN|0|2022-06-14|2024-06-04
255889|26|1799-01-01 00:00:00|M|1|EN|0|2022-08-14|2024-07-05
256176|26|1799-01-01 00:00:00|M|2|US|0|2022-08-27|2024-10-01
259665|4|05/10/1950 00:00|M|3||1|2023-01-04|2023-11-16
259887|26|28/05/1972 00:00|M|1|EN|0|2023-03-08|2024-03-11
261041|26|1799-01-01 00:00:00|M|1|EN|0|2023-06-20|2024-05-15
262192|26|01/06/1981 00:00|M|1|EN|0|2023-05-23|2024-04-13
264449|26|1799-01-01 00:00:00|M|1|EN|0|2022-11-03|2023-12-15
264537|26|1799-01-01 00:00:00|M|1|EN|0|2022-01-26|2024-09-03
267951|26|1799-01-01 00:00:00|M|1|EN|0|2023-05-22|2023-09-27
269147|26|22/02/1980 00:00|M|1|EN|0|2022-12-14|2024-10-23
271192|26|07/12/1978 00:00|M|1|EN|0|2022-01-09|2024-02-03
276254|26|19/09/1944 00:00|M|2|US|0|2022-11-29|2024-04-21
276614|26||M|2|US|0|2022-12-08|2024-06-28
280542|26|13/04/1975 00:00|M|3||0|2022-03-06|2023-08-13
284402|26|1799-01-01 00:00:00|M|1|EN|0|2022-10-07|2024-10-16
285739|26|1799-01-01 00:00:00|M|1|EN|0|2022-10-06|2024-03-04
290523|26|1799-01-01 00:00:00|M|1|EN|0|2022-09-22|2024-08-31
298251|26||M|1|EN|0|2022-04-22|2023-07-29
299065|26|19/10/1969 00:00|M|1|EN|0|2022-03-28|2024-09-16
308302|26|1799-01-01 00:00:00|M|2|US|0|2023-05-03|2023-08-06
308410|26||M|1|EN|0|2023-03-11|2024-08-06
308512|26|1799-01-01 00:00:00|M|2|US|0|2022-07-20|2024-01-19
310950|26|1799-01-01 00:00:00|M|2|US|0|2023-06-27|2024-07-02
312907|26||M|3||1|2023-06-21|2024-04-25
312996|26|22/06/1987 00:00|M|2|US|0|2023-01-31|2024-07-07
313206|26|1799-01-01 00:00:00|M|2|US|0|2023-06-21|2023-11-01
313316|26|1799-01-01 00:00:00|M|2|US|0|2022-08-24|2023-07-08
313367|1|08/08/1988 00:00|M|1|EN|0|2022-06-04|2024-11-27
314187|26|16/08/1973 00:00|M|2|US|0|2022-09-19|2024-05-10
318611|26|1799-01-01 00:00:00|M|2|US|0|2023-01-29|2023-08-08
319916|26||M|1|EN|0|2022-10-24|2024-02-01
320346|11|08/10/1989 00:00|M|4|FR|0|2022-02-19|2024-04-16
320680|26|1799-01-01 00:00:00|M|2|US|0|2023-04-22|2024-01-18
320992|26|1799-01-01 00:00:00|M|2|US|0|2022-06-30|2024-07-08
321434|26|1799-01-01 00:00:00|M|1|EN|0|2023-04-16|2023-11-27
322062|26|1799-01-01 00:00:00|M|1|EN|0|2022-04-16|2024-03-28
326600|15|25/04/1982 00:00|M|1|EN|0|2023-05-20|2023-07-02
328070|26|1799-01-01 00:00:00|M|1|EN|0|2022-08-01|2023-11-19
328735|13|10/05/1991 00:00|M|2|US|0|2022-08-10|2024-07-14
331597|26||M|1|EN|0|2022-02-28|2024-12-27
332100|26|1799-01-01 00:00:00|M|2|US|0|2022-08-27|2023-08-30
334799|26|1799-01-01 00:00:00|M|2|US|0|2023-01-12|2024-09-12
335744|3|02/02/1977 00:00|M|1|EN|0|2022-12-12|2024-04-30
335839|26|1799-01-01 00:00:00|M|1|EN|0|2022-08-25|2023-09-14
338108|26|1799-01-01 00:00:00|M|1|EN|0|2023-06-02|2024-12-07
338440|26|1799-01-01 00:00:00|M|1|EN|0|2022-11-02|2024-02-12
338613|26|1799-01-01 00:00:00|M|1|EN|0|2023-03-17|2023-08-10
340206|22|04/01/1990 00:00|M|1|EN|0|2022-01-14|2024-05-20
341885|26|1799-01-01 00:00:00|M|1|EN|0|2023-04-25|2023-07-15
344302|26|09/08/1990 00:00|M|1|EN|0|2022-09-13|2024-03-26
345446|26|1799-01-01 00:00:00|M|2|US|0|2022-09-27|2024-05-25
350312|26|1799-01-01 00:00:00|M|1|EN|0|2023-04-10|2024-02-01
350775|26|1799-01-01 00:00:00|M|2|US|0|2022-07-22|2024-07-17
350938|26||M|4|FR|0|2022-04-02|2024-02-21
351170|26|20/12/1987 00:00|M|1|EN|0|2022-01-15|2024-10-17
354864|26|1799-01-01 00:00:00|M|1|EN|0|2023-04-09|2024-07-27
355420|26||M|1|EN|0|2022-06-06|2024-05-30
355984|26|1799-01-01 00:00:00|M|3|BR|1|2022-05-12|2024-08-30
362583|4|08/03/1992 00:00|M|3|BR|1|2023-01-09|2023-07-30
363656|26|1799-01-01 00:00:00|M|1|EN|0|2022-06-25|2023-12-28
364742|1|31/08/1985 00:00|M|1|EN|0|2022-06-13|2024-02-26
365723|26|1799-01-01 00:00:00|M|1|EN|0|2022-09-09|2024-04-29
366344|14|21/01/1982 00:00|M|1|EN|0|2022-10-18|2023-10-20
367044|3|09/11/1980 00:00|M|1|EN|0|2022-08-08|2024-10-14
368077|26|1799-01-01 00:00:00|M|1|EN|0|2023-02-08|2024-09-13
368080|26|1799-01-01 00:00:00|F|1|EN|0|2023-01-15|2024-12-14
370008|26|1799-01-01 00:00:00|F|4|FR|0|2022-05-30|2024-07-15
371560|26|1799-01-01 00:00:00|M|1|EN|0|2023-05-19|2024-03-02
373040|4|1799-01-01 00:00:00|F|3|BR|0|2022-08-16|2023-11-25
373761|26|1799-01-01 00:00:00|F|1|EN|0|2022-06-22|2024-12-29
374616|2|14/06/1952 00:00|M|1|EN|0|2023-01-06|2023-08-01
378875|26|1799-01-01 00:00:00|M|1|EN|0|2022-02-08|2024-01-20
378925|26|01/01/2001 00:00|M|2|US|0|2022-12-05|2024-05-03
379410|4|05/10/1991 00:00|M|3|BR|1|2022-11-14|2024-11-30
379966|26|1799-01-01 00:00:00|M|1|EN|0|2022-05-22|2024-09-03
384673|26|1799-01-01 00:00:00|M|1|EN|0|2022-03-24|2023-07-12
387365|26||M|1|EN|0|2023-05-19|2024-09-12
387583|26|1799-01-01 00:00:00|F|1|EN|0|2023-06-30|2024-12-22
388051|26|1799-01-01 00:00:00|F|1|EN|0|2022-11-22|2023-07-05
390142|26|1799-01-01 00:00:00|M|1|US|0|2022-01-27|2023-10-19
394030|26|1799-01-01 00:00:00|M|1|EN|0|2022-06-24|2023-12-06
394717|26|1799-01-01 00:00:00|F|1|EN|0|2023-04-04|2023-08-30
399934|26|1799-01-01 00:00:00|M|1|EN|0|2022-06-27|2024-10-07
400153|26|1799-01-01 00:00:00|M|1|EN|0|2023-01-25|2023-08-28
401052|1|01/09/1988 00:00|M|1|EN|0|2023-04-07|2024-07-07
402549|26|1799-01-01 00:00:00|M|1|EN|0|2023-01-25|2023-07-05
405729|26|1799-01-01 00:00:00|F|1|EN|0|2023-05-08|2024-12-08
407139|26|1799-01-01 00:00:00|F|1|EN|0|2022-06-11|2023-08-21
409555|26|1799-01-01 00:00:00|M|2|US|0|2023-01-21|2024-06-13
409899|26|15/10/1986 00:00|M|1|EN|0|2022-11-21|2024-11-28
413683|26|1799-01-01 00:00:00|M|1|EN|0|2023-05-13|2023-12-04
414758|26|1799-01-01 00:00:00|M|1|EN|0|2023-03-23|2024-02-08
415934|26|19/08/1973 00:00|M|1|EN|0|2022-10-11|2024-11-13
417946|26|1799-01-01 00:00:00|M|1|EN|0|2023-04-19|2024-05-12
418792|26|1799-01-01 00:00:00|M|1|EN|0|2022-05-09|2024-08-08
420207|26||M|1|EN|0|2022-03-04|2024-11-30
420810|4|30/04/1964 00:00|M|3|BR|1|2022-09-09|2024-06-10
430812|26|02/06/1987 00:00|M|1|EN|0|2022-06-18|2024-10-20
431395|11|10/08/1968 00:00|M|1|EN|0|2022-02-28|2024-04-27
432544|26|1799-01-01 00:00:00|M|2|US|0|2023-01-14|2023-07-02
432913|26||M|1|EN|0|2022-03-27|2024-02-15
432996|26|1799-01-01 00:00:00|M|1|EN|0|2022-12-16|2023-12-06
433483|26|1799-01-01 00:00:00|F|1|EN|0|2022-05-02|2024-10-21
434880|4|1799-01-01 00:00:00|F|3|BR|0|2023-03-02|2024-04-23
437147|13|11/06/1980 00:00|M|1|EN|0|2023-04-07|2024-04-06
437516|26|24/03/1987 00:00|M|1|EN|0|2022-04-22|2024-07-12
440118|26|25/01/1974 00:00|M|1|EN|0|2022-05-11|2023-07-04
447447|26|1799-01-01 00:00:00|F|2|US|0|2022-08-31|2023-07-22
449945|26|1799-01-01 00:00:00|M|1|EN|0|2023-01-06|2024-08-31
451842|26|1799-01-01 00:00:00|M|1|EN|0|2022-07-20|2023-08-10
451899|26|1799-01-01 00:00:00|M|1|EN|0|2022-02-10|2024-03-05
452683|26|1799-01-01 00:00:00|F|1|EN|0|2023-06-25|2023-09-17
455838|26|1799-01-01 00:00:00|M|2|US|0|2022-02-15|2023-08-06
458945|11|18/10/1965 00:00|M|1|EN|0|2023-02-08|2024-05-19
461642|26|1799-01-01 00:00:00|M|1|EN|0|2022-03-09|2024-03-09
464694|26|1799-01-01 00:00:00|M|2|US|0|2022-02-26|2024-01-18
465177|26|04/02/1991 00:00|M|1|EN|0|2022-02-26|2023-10-02
466423|26||M|1|EN|0|2023-06-19|2024-07-03
475984|26|1799-01-01 00:00:00|M|1|EN|0|2022-09-19|2023-12-31
482323|26|1799-01-01 00:00:00|F|1|EN|0|2023-02-13|2024-08-04
488145|26|24/06/1978 00:00|M|3|BR|1|2023-05-23|2024-03-23
491237|26|1799-01-01 00:00:00|F|2|US|0|2022-06-07|2023-09-09
491740|26|07/09/1970 00:00|M|3|BR|0|2023-01-17|2024-03-25
492663|21|06/05/1981 00:00|M|1|EN|0|2022-06-10|2024-07-28
516537|26|1799-01-01 00:00:00|M|1|EN|0|2022-01-25|2024-01-17
519046|26|1799-01-01 00:00:00|M|2|US|0|2022-12-13|2024-02-21
523185|26|1799-01-01 00:00:00|M|2|US|0|2023-06-01|2024-02-08
524532|26|1799-01-01 00:00:00|F|1|EN|0|2022-10-12|2023-09-10
526386|26|1799-01-01 00:00:00|M|1|EN|0|2022-11-10|2024-11-16
527316|26|1799-01-01 00:00:00|M|1|EN|0|2023-05-25|2024-11-22
528714|26|13/05/1983 00:00|M|2|US|0|2022-05-22|2023-12-19
530080|26||M|1|EN|0|2022-11-15|2024-04-14
542000|18|26/03/1957 00:00|M|1|EN|0|2023-04-25|2024-11-17
546482|26|1799-01-01 00:00:00|M|1|EN|0|2023-03-28|2024-04-03
547013|26|1799-01-01 00:00:00|M|1|EN|0|2023-05-07|2024-11-08
551437|26|1799-01-01 00:00:00|F|1|EN|0|2023-05-16|2024-09-26
553587|19|12/11/1987 00:00|M|1|EN|0|2022-10-17|2024-01-07
555264|26|1799-01-01 00:00:00|M|1|EN|0|2023-03-13|2024-10-16
555859|26|1799-01-01 00:00:00|M|2|US|0|2023-03-15|2024-03-25
559395|26|1799-01-01 00:00:00|M|1|EN|0|2023-05-17|2023-12-29
578824|26||M|1|EN|0|2023-04-17|2023-08-06
584268|26|1799-01-01 00:00:00|F|1|EN|0|2022-10-15|2024-10-20
587565|26|1799-01-01 00:00:00|F|1|EN|0|2022-08-31|2023-07-06
589590|26|1799-01-01 00:00:00|F|1|EN|0|2022-09-01|2023-09-16
590646|26||M|1|EN|0|2023-03-20|2023-12-25
605212|26||M|1|EN|0|2022-11-13|2023-07-09
607385|26|07/09/1972 00:00|M|1|EN|0|2022-12-13|2023-12-27
627865|26|1799-01-01 00:00:00|F|2|US|0|2022-07-11|2024-03-07
630221|26|1799-01-01 00:00:00|F|1|EN|0|2022-03-28|2024-12-12
638153|26|1799-01-01 00:00:00|M|1|EN|0|2023-02-05|2024-06-28
640494|26|1799-01-01 00:00:00|F|2|US|0|2022-07-17|2024-03-14
643187|26|1799-01-01 00:00:00|F|2|US|0|2023-04-09|2024-05-17
653334|26|1799-01-01 00:00:00|F|2|US|0|2022-02-12|2024-09-08
654280|26|1799-01-01 00:00:00|F|1|EN|0|2022-05-17|2024-06-24
657270|26|1799-01-01 00:00:00|F|1|EN|0|2022-12-09|2023-10-04
671742|26|1799-01-01 00:00:00|F|2|US|0|2023-05-19|2024-03-30
673212|26|1799-01-01 00:00:00|F|2|US|0|2022-02-03|2024-12-08
679105|26|1799-01-01 00:00:00|F|2|US|0|2022-11-30|2023-11-03
684750|26|1799-01-01 00:00:00|F|1|EN|0|2022-12-12|2023-11-19
694758|26|29/08/1985 00:00|M|1|EN|0|2022-08-25|2024-09-28
695256|3|17/04/1991 00:00|M|1|EN|0|2022-05-29|2024-05-25
697565|26|1799-01-01 00:00:00|F|2|US|0|2023-01-07|2023-12-05
700608|26|1799-01-01 00:00:00|F|1|EN|0|2022-09-26|2024-11-17
704467|26|1799-01-01 00:00:00|M|1|EN|0|2022-07-17|2024-11-23
708028|26|1799-01-01 00:00:00|F|1|EN|0|2023-03-15|2024-12-03
710030|26|1799-01-01 00:00:00|F|1|EN|0|2022-07-13|2024-07-08
712771|26|1799-01-01 00:00:00|F|2|US|0|2023-02-20|2024-09-22
715613|26|1799-01-01 00:00:00|F|1|EN|0|2023-03-24|2023-09-09
731094|11|20/05/1974 00:00|M|1|EN|0|2023-06-19|2024-03-12
745245|26|1799-01-01 00:00:00|F|1|EN|0|2022-10-08|2023-07-26
758164|10|15/05/1969 00:00|M|1|EN|0|2023-06-14|2024-07-23
763199|26||M|2|US|0|2023-02-15|2023-09-28
764932|8|08/06/1978 00:00|M|4|FR|0|2023-05-26|2024-04-27
767937|11|07/08/1972 00:00|M|1|EN|0|2022-03-05|2023-10-31
770049|26|1799-01-01 00:00:00|F|1|EN|0|2022-12-10|2024-07-15
777143|26|1799-01-01 00:00:00|F|2|US|0|2022-09-03|2024-10-27
777695|26|1799-01-01 00:00:00|F|1|EN|0|2022-06-30|2024-10-02
778841|26|1799-01-01 00:00:00|F|1|EN|0|2022-05-15|2024-01-19
780122|26|1799-01-01 00:00:00|F|1|EN|0|2022-03-19|2023-12-06
783954|26|1799-01-01 00:00:00|F|1|EN|0|2022-09-06|2024-03-24
786423|26|1799-01-01 00:00:00|F|2|US|0|2023-01-30|2024-02-02
792414|26|02/03/1982 00:00|M|3|BR|1|2022-10-21|2023-12-13
794316|26||M|1|EN|0|2022-05-27|2024-11-12
797471|3|01/11/1988 00:00|M|1|EN|0|2023-04-14|2024-06-19
799326|4|1799-01-01 00:00:00|F|3|BR|1|2022-07-13|2023-08-15
800783|26|29/01/1969 00:00|M|1|EN|0|2023-06-19|2024-12-13
809540|26|1799-01-01 00:00:00|F|1|EN|0|2022-06-06|2024-07-04
812393|4|1799-01-01 00:00:00|F|3|BR|1|2023-05-26|2024-11-21
826218|23|25/10/1969 00:00|M|1|EN|0|2022-10-20|2024-11-25
827385|4|07/12/1972 00:00|M|3|BR|1|2023-02-11|2024-10-12
836897|26|1799-01-01 00:00:00|F|2|US|0|2022-05-06|2024-07-11
840695|26|1799-01-01 00:00:00|F|1|EN|0|2022-09-04|2024-01-20
848327|26|05/09/1981 00:00|M|1|EN|0|2023-04-27|2024-11-06
851306|26|1799-01-01 00:00:00|F|1|EN|0|2023-02-28|2024-05-21
854300|26|1799-01-01 00:00:00|F|2|US|0|2023-04-04|2024-08-24
861859|26|1799-01-01 00:00:00|F|2|US|0|2022-11-15|2023-11-21
866432|26||M|2|US|0|2022-05-13|2023-07-07
866619|26|1799-01-01 00:00:00|F|1|EN|0|2022-08-21|2023-07-08
874524|3|21/09/1989 00:00|M|1|EN|0|2022-01-22|2023-09-21
874859|26|1799-01-01 00:00:00|F|4|FR|0|2022-03-27|2024-08-24
878189|26|1799-01-01 00:00:00|F|1|EN|0|2023-02-13|2024-10-15
878690|26|24/06/1973 00:00|M|4|FR|0|2023-01-08|2023-08-22
880888|26|1799-01-01 00:00:00|F|2|US|0|2022-11-15|2024-10-11
891819|26|1799-01-01 00:00:00|F|1|EN|0|2022-07-26|2024-07-28
902235|26|1799-01-01 00:00:00|M|2|US|0|2022-03-31|2024-09-21
903949|12|04/12/1986 00:00|M|1|EN|0|2022-10-20|2023-12-20
906593|13|10/09/1984 00:00|M|1|EN|0|2022-07-27|2024-03-31
909308|26|1799-01-01 00:00:00|F|1|EN|0|2022-09-15|2024-03-10
915278|26|14/05/1991 12:00|M|1|EN|0|2022-01-01|2024-03-26
922030|26|06/06/1958 00:00|M|2|US|0|2022-06-21|2024-12-25
925154|26|1799-01-01 00:00:00|F|1|EN|0|2022-02-19|2024-04-19
926174|26|1799-01-01 00:00:00|F|1|EN|0|2023-03-30|2024-05-16
938313|26|1799-01-01 00:00:00|F|1|EN|0|2023-03-19|2024-05-05
938472|26|1799-01-01 00:00:00|F|2|US|0|2023-01-22|2024-03-30
944106|26|1799-01-01 00:00:00|F|1|EN|0|2023-03-07|2024-01-11
946007|26|11/12/1995 00:00|M|1|EN|0|2022-01-18|2024-12-02
952454|26|09/11/1978 00:00|M|2|US|0|2022-06-27|2023-11-08
957471|26|1799-01-01 00:00:00|F|2|US|0|2022-10-18|2024-08-28
961837|26|17/11/1982 00:00|M|1|EN|0|2023-05-28|2024-12-12
961956|26||M|1|EN|0|2023-01-26|2024-01-04
963832|26||M|2|US|0|2023-03-11|2024-10-28
965516|26|1799-01-01 00:00:00|F|1|EN|0|2022-06-29|2023-07-18
965832|26|1799-01-01 00:00:00|F|1|EN|0|2023-03-24|2023-12-11
970832|26|1799-01-01 00:00:00|F|1|EN|0|2022-08-09|2024-07-31
988681|26|30/07/1992 00:00|M|1|EN|0|2023-05-03|2024-09-23
991182|26|1799-01-01 00:00:00|M|1|EN|0|2023-01-20|2024-04-07
